香港电视,#genre#
CCTV9,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=0
CCTV10,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&Contentid=7019587760656900133&livemode=1&stbId=0
CCTV11,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000019789/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=0
CCTV12,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/5325631075193490169/1.m3u8?channel-id=ystenlive&Contentid=5325631075193490169&livemode=1&stbId=0
CCTV13,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000021303/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=0
CCTV14,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/8203666801302077036/1.m3u8?channel-id=ystenlive&Contentid=8203666801302077036&livemode=1&stbId=0
CCTV15,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000008163/1.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=0
CCTV17,http://39.135.47.66/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225766/index.m3u8
CGTN,http://39.135.47.66/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225707/index.m3u8
中国教育1台,http://39.135.47.66/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225776/index.m3u8
中国教育4台,http://39.135.47.66/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225723/index.m3u8
中国教育1台,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000027253/1.m3u8?channel-id=ystenlive&Contentid=1000000002000027253&livemode=1&stbId=0
CGTN,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/8428799834696888424/1.m3u8?channel-id=ystenlive&Contentid=8428799834696888424&livemode=1&stbId=0
安徽卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/4774346722046993363/1.m3u8?channel-id=ystenlive&Contentid=4774346722046993363&livemode=1&stbId=0
北京卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000017156/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=0
东方卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000030202/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030202&livemode=1&stbId=0
东南卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000009263/1.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=0
甘肃卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000017827/1.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=0
广东卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000028357/1.m3u8?channel-id=ystenlive&Contentid=1000000001000028357&livemode=1&stbId=0
广西卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000019837/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=0
贵州卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000003169/1.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=0
海南卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7899627377857656087/1.m3u8?channel-id=ystenlive&Contentid=7899627377857656087&livemode=1&stbId=0
河北卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000017118/1.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=0
黑龙江卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/8467838254824392379/1.m3u8?channel-id=ystenlive&Contentid=8467838254824392379&livemode=1&stbId=0
湖北卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6956052407855047826/1.m3u8?channel-id=ystenlive&Contentid=6956052407855047826&livemode=1&stbId=0
湖南卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000009115/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=0
吉林卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6042486520432105075/1.m3u8?channel-id=ystenlive&Contentid=6042486520432105075&livemode=1&stbId=0
江苏卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000004684/1.m3u8?channel-id=ystenlive&Contentid=1000000001000004684&livemode=1&stbId=0
江西卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000013731/1.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=0
辽宁卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000024033/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=0
南方卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000011619/1.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=0
内蒙古卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000014080/1.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=0
宁夏卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000031451/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031451&livemode=1&stbId=0
青海卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000013359/1.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=0
山东教育卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000004097/1.m3u8?channel-id=ystenlive&Contentid=1000000002000004097&livemode=1&stbId=0
山东卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000012807/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=0
山西卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000021220/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=0
陕西卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000007495/1.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=0
深圳卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000011645/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011645&livemode=1&stbId=0
四川卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000016825/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=0
天津卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000000831/1.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=0
西藏卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6603041244077933770/1.m3u8?channel-id=ystenlive&Contentid=6603041244077933770&livemode=1&stbId=0
新疆卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000029441/1.m3u8?channel-id=ystenlive&Contentid=1000000002000029441&livemode=1&stbId=0
云南卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000024694/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=0
浙江卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000009806/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=0
重庆卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000018937/1.m3u8?channel-id=ystenlive&Contentid=1000000002000018937&livemode=1&stbId=0
广东珠江,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=0
卡酷动画,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7589856436881630561/1.m3u8?channel-id=ystenlive&Contentid=7589856436881630561&livemode=1&stbId=0
哈哈炫动,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000000172/1.m3u8?channel-id=ystenlive&Contentid=1000000002000000172&livemode=1&stbId=0
黑莓电影,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/8785669936177902664/1.m3u8?channel-id=ystenlive&Contentid=8785669936177902664&livemode=1&stbId=0
黑莓动画,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6497762188035533951/1.m3u8?channel-id=ystenlive&Contentid=6497762188035533951&livemode=1&stbId=0
嘉佳卡通,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000025964/1.m3u8?channel-id=ystenlive&Contentid=1000000002000025964&livemode=1&stbId=0
金鹰纪实,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000011724/1.m3u8?channel-id=ystenlive&Contentid=1000000002000011724&livemode=1&stbId=0
金鹰卡通,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000016601/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016601&livemode=1&stbId=0
优漫卡通,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000010063/1.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=0
NewTV古装,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6859053933687922163/1.m3u8?channel-id=ystenlive&Contentid=6859053933687922163&livemode=1&stbId=0
NewTV动作,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/8103864434730665389/1.m3u8?channel-id=ystenlive&Contentid=8103864434730665389&livemode=1&stbId=0
NewTV军旅,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7485075951068666323/1.m3u8?channel-id=ystenlive&Contentid=7485075951068666323&livemode=1&stbId=0
NewTV家庭,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6316377948248689070/1.m3u8?channel-id=ystenlive&Contentid=6316377948248689070&livemode=1&stbId=0
NewTV惊悚,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7151256057701199617/1.m3u8?channel-id=ystenlive&Contentid=7151256057701199617&livemode=1&stbId=0
NewTV海外,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7681593242002292003/1.m3u8?channel-id=ystenlive&Contentid=7681593242002292003&livemode=1&stbId=0
NewTV搏击,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/bokesen/1.m3u8?channel-id=ystenlive&Contentid=bokesen&livemode=1&stbId=0
NewTV明星大片,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/5595720619887440144/1.m3u8?channel-id=ystenlive&Contentid=5595720619887440144&livemode=1&stbId=0
NewTV爱情喜剧,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/8393829412396288037/1.m3u8?channel-id=ystenlive&Contentid=8393829412396288037&livemode=1&stbId=0
NewTV精品大剧,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7882297361445410858/1.m3u8?channel-id=ystenlive&Contentid=7882297361445410858&livemode=1&stbId=0
NewTV中国功夫,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/5897056882324761054/1.m3u8?channel-id=ystenlive&Contentid=5897056882324761054&livemode=1&stbId=0
NewTV金牌综艺,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6399725674632152632/1.m3u8?channel-id=ystenlive&Contentid=6399725674632152632&livemode=1&stbId=0
NewTV军事评论,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/5822616274253344775/1.m3u8?channel-id=ystenlive&Contentid=5822616274253344775&livemode=1&stbId=0
NewTV农业致富,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6193684637634073625/1.m3u8?channel-id=ystenlive&Contentid=6193684637634073625&livemode=1&stbId=0
NewTV精品记录,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6298506997017621594/1.m3u8?channel-id=ystenlive&Contentid=6298506997017621594&livemode=1&stbId=0
NewTV健康有约,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/7820874641606664941/1.m3u8?channel-id=ystenlive&Contentid=7820874641606664941&livemode=1&stbId=0
NewTV精品体育,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6460382139625130259/1.m3u8?channel-id=ystenlive&Contentid=6460382139625130259&livemode=1&stbId=0
NewTV潮妈辣婆,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/6516734029835465177/1.m3u8?channel-id=ystenlive&Contentid=6516734029835465177&livemode=1&stbId=0
NewTV炫舞未来,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000001000000515/1.m3u8?channel-id=ystenlive&Contentid=1000000001000000515&livemode=1&stbId=0
河南移动,#genre#
CCTV-1综合,http://222.175.159.226:808/hls/20231/index.m3u8
CCTV-2财经,http://222.175.159.226:808/hls/20232/index.m3u8
CCTV-3综艺,http://222.175.159.226:808/hls/20233/index.m3u8
CCTV-4国际,http://222.175.159.226:808/hls/20234/index.m3u8
CCTV-5体育,http://222.175.159.226:808/hls/20235/index.m3u8
CCTV-5+体育赛事,http://222.175.159.226:808/hls/20236/index.m3u8
CCTV-6电影,http://222.175.159.226:808/hls/20237/index.m3u8
CCTV-7国防,http://222.175.159.226:808/hls/20238/index.m3u8
CCTV-8电视,http://222.175.159.226:808/hls/20239/index.m3u8
CCTV-9纪录,http://222.175.159.226:808/hls/202310/index.m3u8
CCTV-10科教,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV-11戏曲,http://222.175.159.226:808/hls/202312/index.m3u8
CCTV-12社会,http://222.175.159.226:808/hls/202313/index.m3u8
CCTV-13新闻,http://222.175.159.226:808/hls/202314/index.m3u8
CCTV-14少儿,http://222.175.159.226:808/hls/202315/index.m3u8
CCTV-15音乐,http://222.175.159.226:808/hls/202316/index.m3u8
CCTV-16奥林,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV-17农村,http://222.175.159.226:808/hls/202318/index.m3u8
湖南卫视,http://222.175.159.226:808/hls/202341/index.m3u8
浙江卫视,http://222.175.159.226:808/hls/202342/index.m3u8
江苏卫视,http://222.175.159.226:808/hls/202344/index.m3u8
北京卫视,http://222.175.159.226:808/hls/202345/index.m3u8
东方卫视,http://222.175.159.226:808/hls/202343/index.m3u8
安徽卫视,http://222.175.159.226:808/hls/202346/index.m3u8
广东卫视,http://222.175.159.226:808/hls/202352/index.m3u8
深圳卫视,http://222.175.159.226:808/hls/202349/index.m3u8
辽宁卫视,http://222.175.159.226:808/hls/202348/index.m3u8
海南卫视,http://222.175.159.226:808/hls/202358/index.m3u8
山东卫视,http://222.175.159.226:808/hls/202319/index.m3u8
天津卫视,http://222.175.159.226:808/hls/202347/index.m3u8
重庆卫视,http://222.175.159.226:808/hls/202354/index.m3u8
东南卫视,http://222.175.159.226:808/hls/202350/index.m3u8
甘肃卫视,http://222.175.159.226:808/hls/202369/index.m3u8
广西卫视,http://222.175.159.226:808/hls/202362/index.m3u8
贵州卫视,http://222.175.159.226:808/hls/202355/index.m3u8
河北卫视,http://222.175.159.226:808/hls/202357/index.m3u8
黑龙江卫视,http://222.175.159.226:808/hls/202353/index.m3u8
河南卫视,http://222.175.159.226:808/hls/202361/index.m3u8
湖北卫视,http://222.175.159.226:808/hls/202351/index.m3u8
江西卫视,http://222.175.159.226:808/hls/202356/index.m3u8
吉林卫视,http://222.175.159.226:808/hls/202363/index.m3u8
内蒙古卫视,http://222.175.159.226:808/hls/202366/index.m3u8
宁夏卫视,http://222.175.159.226:808/hls/202367/index.m3u8
山西卫视,http://222.175.159.226:808/hls/202364/index.m3u8
陕西卫视,http://222.175.159.226:808/hls/202365/index.m3u8
四川卫视,http://222.175.159.226:808/hls/202359/index.m3u8
新疆卫视,http://222.175.159.226:808/hls/202368/index.m3u8
云南卫视,http://222.175.159.226:808/hls/202360/index.m3u8
青海卫视,http://222.175.159.226:808/hls/202370/index.m3u8
西藏卫视,http://222.175.159.226:808/hls/202371/index.m3u8
河南都市,http://123.6.9.146/live/jz-henandushi/live.m3u8?zhend
河南民生,http://123.6.9.146/live/jz-henanminsheng/live.m3u8?zhend
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
